image_id,response
1789.png,62
1789.png,60
1789.png,63
1789.png,100
1789.png,58
1789.png,5
1789.png,41
1790.png,0
1790.png,65
1790.png,13
1790.png,3
1790.png,100
1790.png,14
1790.png,20
1790.png,48
1790.png,40
1790.png,8
1791.png,97
1791.png,72
1791.png,100
1791.png,99
1791.png,45
1791.png,84
1791.png,0
1791.png,100
1791.png,93
1791.png,94
1792.png,29
1792.png,83
1792.png,20
1792.png,43
1792.png,28
1792.png,94
1792.png,11
1792.png,24
1792.png,51
1792.png,68
1793.png,89
1793.png,72
1793.png,2
1793.png,61
1793.png,69
1793.png,85
1793.png,100
1793.png,58
1793.png,68
1793.png,84
1794.png,86
1794.png,72
1794.png,74
1794.png,62
1794.png,90
1794.png,81
1794.png,100
1794.png,100
1794.png,56
1794.png,24
1795.png,75
1795.png,5
1795.png,100
1795.png,71
1795.png,33
1795.png,54
1795.png,3
1795.png,9
1795.png,100
1795.png,75
1796.png,24
1796.png,26
1796.png,94
1796.png,26
1796.png,0
1796.png,21
1796.png,29
1796.png,18
1796.png,24
1796.png,76
1797.png,35
1797.png,47
1797.png,48
1797.png,75
1797.png,34
1797.png,65
1797.png,17
1797.png,73
1797.png,86
1797.png,23
1798.png,17
1798.png,19
1798.png,18
1798.png,3
1798.png,68
1798.png,0
1798.png,26
1798.png,28
1798.png,19
1798.png,52
1799.png,53
1799.png,36
1799.png,76
1799.png,51
1799.png,97
1799.png,40
1799.png,100
1799.png,66
1799.png,43
1799.png,96
1800.png,72
1800.png,88
1800.png,97
1800.png,100
1800.png,70
1800.png,99
1800.png,100
1800.png,85
1800.png,66
1800.png,80
1801.png,67
1801.png,61
1801.png,78
1801.png,79
1801.png,66
1801.png,53
1801.png,59
1801.png,79
1801.png,100
1801.png,79
1802.png,100
1802.png,86
1802.png,79
1802.png,15
1802.png,67
1802.png,77
1802.png,100
1802.png,68
1802.png,76
1802.png,49
1803.png,30
1803.png,80
1803.png,96
1803.png,94
1803.png,77
1803.png,100
1803.png,50
1803.png,79
1803.png,55
1803.png,83
1804.png,66
1804.png,100
1804.png,80
1804.png,73
1804.png,100
1804.png,50
1804.png,84
1804.png,83
1804.png,45
1804.png,85
1805.png,72
1805.png,81
1805.png,74
1805.png,70
1805.png,62
1805.png,82
1805.png,54
1805.png,56
1805.png,100
1805.png,15
1806.png,25
1806.png,27
1806.png,30
1806.png,95
1806.png,56
1806.png,26
1806.png,61
1806.png,45
1806.png,27
1806.png,59
1807.png,16
1807.png,84
1807.png,71
1807.png,88
1807.png,99
1807.png,90
1807.png,60
1807.png,67
1807.png,26
1807.png,71
1808.png,24
1808.png,95
1808.png,56
1808.png,100
1808.png,59
1808.png,39
1808.png,34
1808.png,79
1808.png,73
1808.png,33
1809.png,48
1809.png,24
1809.png,63
1809.png,77
1809.png,31
1809.png,69
1809.png,23
1809.png,55
1809.png,63
1809.png,37
1810.png,18
1810.png,77
1810.png,5
1810.png,24
1810.png,35
1810.png,64
1810.png,66
1810.png,0
1810.png,24
1810.png,29
1811.png,16
1811.png,19
1811.png,10
1811.png,75
1811.png,17
1811.png,43
1811.png,0
1811.png,53
1811.png,100
1811.png,25
1812.png,50
1812.png,39
1812.png,76
1812.png,75
1812.png,100
1812.png,68
1812.png,71
1812.png,60
1812.png,100
1812.png,55
1813.png,63
1813.png,37
1813.png,95
1813.png,66
1813.png,100
1813.png,82
1813.png,57
1813.png,84
1813.png,53
1813.png,75
1814.png,25
1814.png,23
1814.png,32
1814.png,0
1814.png,77
1814.png,20
1814.png,25
1814.png,35
1814.png,0
1814.png,10
1815.png,85
1815.png,38
1815.png,50
1815.png,48
1815.png,16
1815.png,20
1815.png,66
1815.png,5
1815.png,1
1815.png,34
1816.png,60
1816.png,37
1816.png,75
1816.png,15
1816.png,8
1816.png,53
1816.png,62
1816.png,48
1816.png,6
1816.png,69
1817.png,50
1817.png,84
1817.png,41
1817.png,41
1817.png,39
1817.png,79
1817.png,57
1817.png,100
1817.png,60
1817.png,23
1818.png,63
1818.png,71
1818.png,67
1818.png,32
1818.png,99
1818.png,13
1818.png,29
1818.png,63
1818.png,75
1818.png,0
1819.png,7
1819.png,50
1819.png,6
1819.png,12
1819.png,0
1819.png,12
1819.png,23
1819.png,0
1819.png,2
1819.png,75
1820.png,1
1820.png,21
1820.png,19
1820.png,10
1820.png,10
1820.png,21
1820.png,27
1820.png,11
1820.png,100
1820.png,0
1821.png,48
1821.png,82
1821.png,21
1821.png,50
1821.png,33
1821.png,15
1821.png,100
1821.png,25
1821.png,6
1821.png,34
1822.png,46
1822.png,32
1822.png,98
1822.png,45
1822.png,68
1822.png,25
1822.png,13
1822.png,50
1822.png,76
1822.png,28
1823.png,44
1823.png,52
1823.png,58
1823.png,31
1823.png,59
1823.png,77
1823.png,50
1823.png,82
1823.png,0
1823.png,77
1824.png,29
1824.png,18
1824.png,44
1824.png,47
1824.png,36
1824.png,20
1824.png,22
1824.png,1
1824.png,32
1824.png,100
1825.png,90
1825.png,96
1825.png,20
1825.png,25
1825.png,100
1825.png,55
1825.png,84
1825.png,58
1825.png,37
1825.png,0
1826.png,100
1826.png,54
1826.png,8
1826.png,63
1826.png,93
1826.png,100
1826.png,34
1826.png,66
1826.png,51
1826.png,56
1827.png,8
1827.png,12
1827.png,18
1827.png,61
1827.png,41
1827.png,1
1827.png,1
1827.png,23
1827.png,100
1827.png,31
1828.png,71
1828.png,100
1828.png,21
1828.png,46
1828.png,12
1828.png,72
1828.png,74
1828.png,50
1828.png,47
1828.png,78
1829.png,19
1829.png,25
1829.png,100
1829.png,6
1829.png,2
1829.png,87
1829.png,13
1829.png,1
1829.png,29
1829.png,18
1830.png,87
1830.png,58
1830.png,100
1830.png,48
1830.png,78
1830.png,87
1830.png,77
1830.png,32
1830.png,73
1830.png,45
1831.png,89
1831.png,60
1831.png,74
1831.png,48
1831.png,88
1831.png,69
1831.png,77
1831.png,70
1831.png,80
1831.png,54
1832.png,23
1832.png,15
1832.png,26
1832.png,50
1832.png,0
1832.png,13
1832.png,0
1832.png,68
1832.png,46
1832.png,2
1833.png,90
1833.png,86
1833.png,100
1833.png,57
1833.png,91
1833.png,96
1833.png,50
1833.png,85
1833.png,100
1833.png,67
1834.png,28
1834.png,64
1834.png,60
1834.png,38
1834.png,33
1834.png,2
1834.png,18
1834.png,11
1834.png,0
1834.png,100
1835.png,100
1835.png,34
1835.png,19
1835.png,19
1835.png,0
1835.png,2
1835.png,25
1835.png,15
1835.png,27
1835.png,42
1836.png,20
1836.png,100
1836.png,79
1836.png,90
1836.png,100
1836.png,90
1836.png,51
1836.png,87
1836.png,100
1836.png,95
1837.png,45
1837.png,4
1837.png,0
1837.png,100
1837.png,22
1837.png,17
1837.png,0
1837.png,19
1837.png,3
1837.png,32
1838.png,50
1838.png,21
1838.png,1
1838.png,50
1838.png,62
1838.png,5
1838.png,29
1838.png,73
1838.png,56
1838.png,29
1839.png,34
1839.png,45
1839.png,7
1839.png,100
1839.png,41
1839.png,50
1839.png,50
1839.png,49
1839.png,76
1839.png,0
1840.png,10
1840.png,6
1840.png,0
1840.png,100
1840.png,5
1840.png,0
1840.png,0
1840.png,11
1840.png,20
1840.png,40
1841.png,78
1841.png,70
1841.png,16
1841.png,54
1841.png,93
1841.png,38
1841.png,64
1841.png,100
1841.png,41
1841.png,100
1842.png,19
1842.png,50
1842.png,100
1842.png,27
1842.png,2
1842.png,17
1842.png,28
1842.png,0
1842.png,30
1842.png,11
1843.png,50
1843.png,19
1843.png,76
1843.png,29
1843.png,91
1843.png,55
1843.png,21
1843.png,26
1843.png,100
1843.png,37
1844.png,60
1844.png,29
1844.png,100
1844.png,41
1844.png,25
1844.png,31
1844.png,23
1844.png,67
1844.png,0
1844.png,52
1845.png,22
1845.png,50
1845.png,30
1845.png,53
1845.png,40
1845.png,74
1845.png,20
1845.png,56
1845.png,56
1845.png,81
1846.png,70
1846.png,81
1846.png,82
1846.png,55
1846.png,19
1846.png,33
1846.png,73
1846.png,88
1846.png,100
1846.png,27
1847.png,31
1847.png,58
1847.png,37
1847.png,89
1847.png,75
1847.png,98
1847.png,8
1847.png,79
1847.png,65
1847.png,80
1848.png,100
1848.png,100
1848.png,74
1848.png,47
1848.png,47
1848.png,61
1848.png,87
1848.png,36
1848.png,36
1848.png,56
1849.png,53
1849.png,29
1849.png,100
1849.png,33
1849.png,23
1849.png,50
1849.png,21
1849.png,33
1849.png,10
1849.png,0
1850.png,35
1850.png,100
1850.png,15
1850.png,3
1850.png,50
1850.png,10
1850.png,28
1850.png,24
1850.png,5
1850.png,18
1851.png,100
1851.png,21
1851.png,53
1851.png,46
1851.png,22
1851.png,73
1851.png,69
1851.png,12
1851.png,96
1851.png,34
1852.png,50
1852.png,79
1852.png,99
1852.png,100
1852.png,17
1852.png,100
1852.png,61
1852.png,82
1852.png,79
1852.png,56
1853.png,4
1853.png,33
1853.png,55
1853.png,25
1853.png,100
1853.png,50
1853.png,22
1853.png,100
1853.png,50
1853.png,31
1854.png,82
1854.png,64
1854.png,97
1854.png,50
1854.png,6
1854.png,85
1854.png,57
1854.png,75
1854.png,48
1854.png,83
1855.png,2
1855.png,4
1855.png,72
1855.png,25
1855.png,57
1855.png,65
1855.png,19
1855.png,10
1855.png,74
1855.png,32
1856.png,28
1856.png,31
1856.png,44
1856.png,38
1856.png,100
1856.png,82
1856.png,22
1856.png,54
1856.png,38
1856.png,69
1857.png,3
1857.png,43
1857.png,100
1857.png,23
1857.png,11
1857.png,46
1857.png,28
1857.png,36
1857.png,11
1857.png,21
1858.png,39
1858.png,68
1858.png,100
1858.png,3
1858.png,74
1858.png,93
1858.png,55
1858.png,72
1858.png,76
1858.png,100
1859.png,31
1859.png,100
1859.png,100
1859.png,47
1859.png,58
1859.png,45
1859.png,58
1859.png,70
1859.png,76
1859.png,51
1860.png,53
1860.png,27
1860.png,26
1860.png,29
1860.png,50
1860.png,60
1860.png,2
1860.png,45
1860.png,44
1860.png,34
1861.png,32
1861.png,30
1861.png,13
1861.png,59
1861.png,50
1861.png,41
1861.png,25
1861.png,84
1861.png,38
1861.png,100
1862.png,76
1862.png,58
1862.png,76
1862.png,61
1862.png,6
1862.png,13
1862.png,81
1862.png,7
1862.png,0
1862.png,61
1863.png,19
1863.png,14
1863.png,52
1863.png,21
1863.png,1
1863.png,100
1863.png,22
1863.png,23
1863.png,22
1863.png,0
1864.png,99
1864.png,98
1864.png,100
1864.png,100
1864.png,92
1864.png,97
1864.png,99
1864.png,83
1864.png,82
1864.png,100
1865.png,45
1865.png,74
1865.png,38
1865.png,45
1865.png,68
1865.png,89
1865.png,25
1865.png,50
1865.png,50
1865.png,87
1866.png,100
1866.png,45
1866.png,27
1866.png,71
1866.png,22
1866.png,18
1866.png,21
1866.png,0
1866.png,82
1866.png,55
1867.png,84
1867.png,70
1867.png,21
1867.png,100
1867.png,97
1867.png,77
1867.png,93
1867.png,59
1867.png,55
1867.png,75
1868.png,77
1868.png,90
1868.png,57
1868.png,20
1868.png,97
1868.png,29
1868.png,45
1868.png,59
1868.png,45
1868.png,33
1869.png,85
1869.png,100
1869.png,78
1869.png,85
1869.png,89
1869.png,51
1869.png,80
1869.png,72
1869.png,100
1869.png,54
1870.png,31
1870.png,0
1870.png,14
1870.png,57
1870.png,0
1870.png,65
1870.png,55
1870.png,76
1870.png,52
1870.png,5
1871.png,100
1871.png,57
1871.png,15
1871.png,17
1871.png,50
1871.png,3
1871.png,0
1871.png,63
1871.png,46
1871.png,28
1872.png,84
1872.png,45
1872.png,31
1872.png,32
1872.png,27
1872.png,75
1872.png,59
1872.png,65
1872.png,55
1872.png,63
1873.png,100
1873.png,61
1873.png,85
1873.png,100
1873.png,65
1873.png,56
1873.png,56
1873.png,34
1873.png,40
1873.png,56
1874.png,73
1874.png,10
1874.png,100
1874.png,100
1874.png,87
1874.png,58
1874.png,97
1874.png,97
1874.png,85
1874.png,88
1875.png,21
1875.png,23
1875.png,34
1875.png,19
1875.png,0
1875.png,5
1875.png,100
1875.png,18
1875.png,6
1875.png,1
1876.png,20
1876.png,11
1876.png,0
1876.png,0
1876.png,38
1876.png,27
1876.png,0
1876.png,17
1876.png,20
1876.png,33
1877.png,57
1877.png,60
1877.png,96
1877.png,50
1877.png,81
1877.png,80
1877.png,50
1877.png,22
1877.png,80
1877.png,30
1878.png,54
1878.png,63
1878.png,100
1878.png,71
1878.png,35
1878.png,79
1878.png,0
1878.png,22
1878.png,53
1878.png,74
1879.png,100
1879.png,71
1879.png,40
1879.png,75
1879.png,17
1879.png,64
1879.png,0
1879.png,86
1879.png,100
1879.png,80
1880.png,61
1880.png,50
1880.png,25
1880.png,100
1880.png,36
1880.png,64
1880.png,20
1880.png,93
1880.png,52
1880.png,38
1881.png,97
1881.png,100
1881.png,40
1881.png,17
1881.png,22
1881.png,20
1881.png,77
1881.png,70
1881.png,47
1881.png,94
1882.png,100
1882.png,48
1882.png,75
1882.png,92
1882.png,100
1882.png,80
1882.png,81
1882.png,82
1882.png,27
1882.png,60
1883.png,60
1883.png,0
1883.png,43
1883.png,65
1883.png,100
1883.png,25
1883.png,46
1883.png,34
1883.png,17
1883.png,23
1884.png,64
1884.png,24
1884.png,61
1884.png,100
1884.png,32
1884.png,94
1884.png,86
1884.png,89
1884.png,99
1884.png,76
1885.png,41
1885.png,62
1885.png,65
1885.png,80
1885.png,39
1885.png,26
1885.png,81
1885.png,95
1885.png,49
1885.png,84
1886.png,56
1886.png,70
1886.png,70
1886.png,74
1886.png,100
1886.png,94
1886.png,100
1886.png,72
1886.png,84
1886.png,77
1887.png,53
1887.png,84
1887.png,46
1887.png,47
1887.png,54
1887.png,30
1887.png,53
1887.png,63
1887.png,75
1887.png,64
1888.png,55
1888.png,69
1888.png,32
1888.png,64
1888.png,80
1888.png,38
1888.png,61
1888.png,25
1888.png,25
1888.png,51
1889.png,20
1889.png,60
1889.png,100
1889.png,100
1889.png,100
1889.png,94
1889.png,38
1889.png,100
1889.png,75
1889.png,100
1890.png,48
1890.png,100
1890.png,45
1890.png,39
1890.png,25
1890.png,66
1890.png,60
1890.png,27
1890.png,83
1890.png,59
1891.png,35
1891.png,12
1891.png,2
1891.png,0
1891.png,12
1891.png,0
1891.png,46
1891.png,22
1891.png,4
1891.png,0
1892.png,64
1892.png,43
1892.png,60
1892.png,74
1892.png,86
1892.png,99
1892.png,45
1892.png,66
1892.png,75
1892.png,95
1893.png,0
1893.png,13
1893.png,2
1893.png,0
1893.png,0
1893.png,14
1893.png,0
1893.png,46
1893.png,0
1893.png,20
1894.png,38
1894.png,86
1894.png,35
1894.png,45
1894.png,98
1894.png,36
1894.png,55
1894.png,25
1894.png,44
1894.png,57
1895.png,52
1895.png,44
1895.png,84
1895.png,83
1895.png,100
1895.png,66
1895.png,69
1895.png,35
1895.png,52
1895.png,84
1896.png,66
1896.png,93
1896.png,49
1896.png,45
1896.png,64
1896.png,42
1896.png,29
1896.png,100
1896.png,25
1896.png,44
1897.png,90
1897.png,100
1897.png,100
1897.png,63
1897.png,71
1897.png,89
1897.png,61
1897.png,78
1897.png,80
1897.png,65
1898.png,100
1898.png,81
1898.png,78
1898.png,100
1898.png,91
1898.png,68
1898.png,62
1898.png,75
1898.png,62
1898.png,75
1899.png,88
1899.png,70
1899.png,78
1899.png,64
1899.png,75
1899.png,8
1899.png,43
1899.png,16
1899.png,69
1899.png,56
1900.png,56
1900.png,63
1900.png,50
1900.png,55
1900.png,100
1900.png,86
1900.png,99
1900.png,74
1900.png,78
1900.png,59
1901.png,75
1901.png,50
1901.png,93
1901.png,41
1901.png,74
1901.png,78
1901.png,59
1901.png,54
1901.png,76
1901.png,72
1902.png,64
1902.png,28
1902.png,0
1902.png,31
1902.png,63
1902.png,8
1902.png,26
1902.png,0
1902.png,39
1902.png,36
1903.png,35
1903.png,74
1903.png,80
1903.png,28
1903.png,80
1903.png,29
1903.png,55
1903.png,1
1903.png,20
1903.png,40
1904.png,0
1904.png,15
1904.png,0
1904.png,0
1904.png,0
1904.png,0
1904.png,3
1904.png,3
1904.png,0
1904.png,16
1905.png,62
1905.png,22
1905.png,74
1905.png,29
1905.png,42
1905.png,87
1905.png,64
1905.png,99
1905.png,77
1905.png,86
1906.png,76
1906.png,83
1906.png,33
1906.png,58
1906.png,62
1906.png,75
1906.png,86
1906.png,36
1906.png,31
1906.png,55
1907.png,35
1907.png,17
1907.png,56
1907.png,41
1907.png,9
1907.png,68
1907.png,22
1907.png,48
1907.png,38
1907.png,13
1908.png,23
1908.png,47
1908.png,41
1908.png,64
1908.png,86
1908.png,56
1908.png,36
1908.png,80
1908.png,34
1908.png,25
1909.png,44
1909.png,52
1909.png,74
1909.png,37
1909.png,83
1909.png,45
1909.png,39
1909.png,46
1909.png,37
1909.png,36
1910.png,0
1910.png,12
1910.png,34
1910.png,34
1910.png,23
1910.png,19
1910.png,11
1910.png,2
1910.png,0
1910.png,3
1911.png,36
1911.png,72
1911.png,26
1911.png,68
1911.png,81
1911.png,43
1911.png,78
1911.png,57
1911.png,70
1911.png,35
1912.png,22
1912.png,25
1912.png,47
1912.png,27
1912.png,46
1912.png,45
1912.png,0
1912.png,99
1912.png,39
1912.png,76
1913.png,26
1913.png,39
1913.png,12
1913.png,22
1913.png,13
1913.png,13
1913.png,9
1913.png,18
1913.png,1
1913.png,0
1914.png,75
1914.png,24
1914.png,86
1914.png,43
1914.png,83
1914.png,56
1914.png,65
1914.png,100
1914.png,79
1914.png,87
1915.png,7
1915.png,0
1915.png,0
1915.png,0
1915.png,0
1915.png,0
1915.png,0
1915.png,77
1915.png,0
1915.png,0
1916.png,75
1916.png,39
1916.png,37
1916.png,29
1916.png,27
1916.png,58
1916.png,67
1916.png,8
1916.png,45
1916.png,36
1917.png,31
1917.png,33
1917.png,27
1917.png,39
1917.png,65
1917.png,70
1917.png,32
1917.png,22
1917.png,50
1917.png,41
1918.png,95
1918.png,89
1918.png,54
1918.png,100
1918.png,57
1918.png,84
1918.png,24
1918.png,83
1918.png,88
1918.png,59
1919.png,43
1919.png,6
1919.png,17
1919.png,8
1919.png,5
1919.png,7
1919.png,0
1919.png,59
1919.png,0
1919.png,0
1920.png,10
1920.png,47
1920.png,12
1920.png,30
1920.png,0
1920.png,0
1920.png,0
1920.png,0
1920.png,23
1920.png,18
1921.png,89
1921.png,78
1921.png,97
1921.png,31
1921.png,29
1921.png,79
1921.png,75
1921.png,77
1921.png,77
1921.png,68
1922.png,100
1922.png,54
1922.png,73
1922.png,60
1922.png,37
1922.png,27
1922.png,55
1922.png,38
1922.png,92
1922.png,64
1923.png,18
1923.png,61
1923.png,37
1923.png,94
1923.png,78
1923.png,35
1923.png,55
1923.png,25
1923.png,87
1923.png,80
1924.png,98
1924.png,53
1924.png,87
1924.png,55
1924.png,74
1924.png,75
1924.png,65
1924.png,97
1924.png,100
1924.png,14
1925.png,34
1925.png,30
1925.png,85
1925.png,33
1925.png,81
1925.png,81
1925.png,89
1925.png,62
1925.png,84
1925.png,65
1926.png,47
1926.png,62
1926.png,100
1926.png,80
1926.png,73
1926.png,88
1926.png,99
1926.png,97
1926.png,77
1926.png,100
1927.png,89
1927.png,37
1927.png,100
1927.png,96
1927.png,42
1927.png,62
1927.png,85
1927.png,65
1927.png,65
1927.png,78
1928.png,84
1928.png,56
1928.png,25
1928.png,64
1928.png,39
1928.png,25
1928.png,80
1928.png,51
1928.png,0
1928.png,28
1929.png,34
1929.png,56
1929.png,100
1929.png,75
1929.png,89
1929.png,37
1929.png,96
1929.png,40
1929.png,62
1929.png,55
1930.png,52
1930.png,63
1930.png,72
1930.png,42
1930.png,38
1930.png,8
1930.png,12
1930.png,0
1930.png,66
1930.png,18
1931.png,41
1931.png,36
1931.png,31
1931.png,35
1931.png,51
1931.png,32
1931.png,74
1931.png,0
1931.png,37
1931.png,4
1932.png,39
1932.png,39
1932.png,79
1932.png,85
1932.png,25
1932.png,100
1932.png,29
1932.png,80
1932.png,58
1932.png,99
1933.png,100
1933.png,46
1933.png,92
1933.png,86
1933.png,100
1933.png,100
1933.png,83
1933.png,75
1933.png,63
1933.png,82
1934.png,57
1934.png,37
1934.png,45
1934.png,45
1934.png,49
1934.png,17
1934.png,61
1934.png,74
1934.png,40
1934.png,51
1935.png,63
1935.png,97
1935.png,100
1935.png,100
1935.png,60
1935.png,92
1935.png,81
1935.png,99
1935.png,100
1935.png,75
1936.png,18
1936.png,33
1936.png,19
1936.png,15
1936.png,44
1936.png,56
1936.png,44
1936.png,0
1936.png,54
1936.png,43
1937.png,65
1937.png,100
1937.png,75
1937.png,41
1937.png,81
1937.png,100
1937.png,95
1937.png,25
1937.png,100
1937.png,79
1938.png,76
1938.png,62
1938.png,70
1938.png,68
1938.png,80
1938.png,33
1938.png,80
1938.png,25
1938.png,75
1938.png,21
1939.png,43
1939.png,69
1939.png,87
1939.png,83
1939.png,76
1939.png,66
1939.png,64
1939.png,83
1939.png,96
1939.png,81
1940.png,25
1940.png,93
1940.png,61
1940.png,74
1940.png,60
1940.png,51
1940.png,99
1940.png,94
1940.png,56
1940.png,33
1941.png,67
1941.png,63
1941.png,84
1941.png,66
1941.png,38
1941.png,49
1941.png,87
1941.png,74
1941.png,61
1941.png,57
1942.png,39
1942.png,100
1942.png,44
1942.png,93
1942.png,78
1942.png,58
1942.png,81
1942.png,33
1942.png,80
1942.png,13
1943.png,100
1943.png,65
1943.png,46
1943.png,65
1943.png,46
1943.png,67
1943.png,94
1943.png,79
1943.png,72
1943.png,61
1944.png,18
1944.png,45
1944.png,45
1944.png,75
1944.png,29
1944.png,33
1944.png,33
1944.png,23
1944.png,30
1944.png,43
1945.png,13
1945.png,0
1945.png,0
1945.png,0
1945.png,41
1945.png,9
1945.png,47
1945.png,14
1945.png,25
1945.png,0
1946.png,93
1946.png,100
1946.png,95
1946.png,40
1946.png,80
1946.png,77
1946.png,67
1946.png,85
1946.png,73
1946.png,87
1947.png,91
1947.png,62
1947.png,47
1947.png,65
1947.png,94
1947.png,100
1947.png,37
1947.png,74
1947.png,57
1947.png,79
1948.png,28
1948.png,66
1948.png,58
1948.png,56
1948.png,2
1948.png,0
1948.png,57
1948.png,45
1948.png,50
1948.png,65
1949.png,74
1949.png,100
1949.png,100
1949.png,36
1949.png,86
1949.png,94
1949.png,100
1949.png,88
1949.png,89
1949.png,37
1950.png,60
1950.png,61
1950.png,91
1950.png,88
1950.png,78
1950.png,100
1950.png,83
1950.png,74
1950.png,89
1950.png,70
1951.png,82
1951.png,98
1951.png,38
1951.png,77
1951.png,72
1951.png,66
1951.png,94
1951.png,100
1951.png,73
1951.png,61
1952.png,77
1952.png,91
1952.png,38
1952.png,66
1952.png,95
1952.png,86
1952.png,84
1952.png,88
1952.png,23
1952.png,100
1953.png,47
1953.png,57
1953.png,77
1953.png,75
1953.png,71
1953.png,87
1953.png,75
1953.png,66
1953.png,77
1953.png,85
1954.png,0
1954.png,7
1954.png,36
1954.png,33
1954.png,47
1954.png,0
1954.png,25
1954.png,0
1954.png,0
1954.png,24
1955.png,54
1955.png,61
1955.png,71
1955.png,72
1955.png,80
1955.png,64
1955.png,65
1955.png,75
1955.png,57
1955.png,82
1956.png,55
1956.png,23
1956.png,0
1956.png,33
1956.png,24
1956.png,4
1956.png,16
1956.png,0
1956.png,12
1956.png,25
1957.png,25
1957.png,43
1957.png,14
1957.png,56
1957.png,80
1957.png,50
1957.png,35
1957.png,48
1957.png,13
1957.png,41
1958.png,23
1958.png,67
1958.png,47
1958.png,99
1958.png,94
1958.png,74
1958.png,44
1958.png,78
1958.png,61
1958.png,26
1959.png,26
1959.png,0
1959.png,0
1959.png,43
1959.png,2
1959.png,0
1959.png,46
1959.png,45
1959.png,36
1959.png,39
1960.png,21
1960.png,39
1960.png,17
1960.png,15
1960.png,0
1960.png,0
1960.png,45
1960.png,0
1960.png,36
1960.png,63
1961.png,0
1961.png,25
1961.png,26
1961.png,65
1961.png,38
1961.png,21
1961.png,70
1961.png,4
1961.png,72
1961.png,23
1962.png,31
1962.png,46
1962.png,77
1962.png,87
1962.png,36
1962.png,13
1962.png,32
1962.png,53
1962.png,53
1962.png,44
1963.png,55
1963.png,60
1963.png,41
1963.png,58
1963.png,82
1963.png,65
1963.png,66
1963.png,31
1963.png,48
1963.png,55
1964.png,47
1964.png,50
1964.png,60
1964.png,33
1964.png,86
1964.png,31
1964.png,58
1964.png,87
1964.png,70
1964.png,100
1965.png,35
1965.png,36
1965.png,64
1965.png,37
1965.png,6
1965.png,2
1965.png,37
1965.png,25
1965.png,22
1965.png,0
1966.png,33
1966.png,45
1966.png,50
1966.png,37
1966.png,36
1966.png,38
1966.png,20
1966.png,24
1966.png,34
1966.png,25
1967.png,73
1967.png,24
1967.png,54
1967.png,92
1967.png,67
1967.png,96
1967.png,67
1967.png,56
1967.png,93
1967.png,65
1968.png,89
1968.png,45
1968.png,52
1968.png,70
1968.png,71
1968.png,73
1968.png,37
1968.png,74
1968.png,80
1968.png,38
1969.png,70
1969.png,100
1969.png,45
1969.png,95
1969.png,31
1969.png,100
1969.png,92
1969.png,73
1969.png,14
1969.png,89
1970.png,24
1970.png,32
1970.png,58
1970.png,58
1970.png,52
1970.png,2
1970.png,22
1970.png,26
1970.png,4
1970.png,18
1971.png,64
1971.png,61
1971.png,64
1971.png,68
1971.png,77
1971.png,25
1971.png,21
1971.png,12
1971.png,46
1971.png,85
1972.png,100
1972.png,93
1972.png,97
1972.png,50
1972.png,90
1972.png,71
1972.png,92
1972.png,42
1972.png,73
1972.png,100
1973.png,24
1973.png,47
1973.png,0
1973.png,21
1973.png,62
1973.png,40
1973.png,89
1973.png,41
1973.png,62
1973.png,39
1974.png,16
1974.png,53
1974.png,46
1974.png,40
1974.png,18
1974.png,21
1974.png,26
1974.png,54
1974.png,75
1974.png,15
1975.png,75
1975.png,91
1975.png,54
1975.png,60
1975.png,76
1975.png,100
1975.png,92
1975.png,78
1975.png,100
1975.png,75
1976.png,31
1976.png,100
1976.png,80
1976.png,63
1976.png,58
1976.png,87
1976.png,54
1976.png,79
1976.png,88
1976.png,76
1977.png,74
1977.png,86
1977.png,59
1977.png,50
1977.png,90
1977.png,61
1977.png,100
1977.png,74
1977.png,69
1977.png,100
1978.png,48
1978.png,65
1978.png,67
1978.png,82
1978.png,42
1978.png,65
1978.png,74
1978.png,100
1978.png,37
1978.png,98
1979.png,75
1979.png,86
1979.png,69
1979.png,61
1979.png,25
1979.png,64
1979.png,92
1979.png,86
1979.png,41
1979.png,62
1980.png,53
1980.png,100
1980.png,90
1980.png,85
1980.png,62
1980.png,95
1980.png,55
1980.png,75
1980.png,76
1980.png,59
1981.png,60
1981.png,14
1981.png,47
1981.png,38
1981.png,45
1981.png,50
1981.png,0
1981.png,51
1981.png,60
1981.png,37
1982.png,2
1982.png,25
1982.png,0
1982.png,59
1982.png,1
1982.png,23
1982.png,0
1982.png,37
1982.png,0
1982.png,0
1983.png,49
1983.png,52
1983.png,64
1983.png,79
1983.png,45
1983.png,58
1983.png,0
1983.png,63
1983.png,40
1983.png,64
1984.png,57
1984.png,56
1984.png,6
1984.png,62
1984.png,57
1984.png,78
1984.png,97
1984.png,75
1984.png,62
1984.png,8
1985.png,58
1985.png,66
1985.png,39
1985.png,46
1985.png,0
1985.png,9
1985.png,0
1985.png,1
1985.png,42
1985.png,12
1986.png,45
1986.png,10
1986.png,0
1986.png,0
1986.png,0
1986.png,34
1986.png,14
1986.png,0
1986.png,13
1986.png,0
1987.png,100
1987.png,100
1987.png,61
1987.png,100
1987.png,57
1987.png,84
1987.png,60
1987.png,22
1987.png,94
1987.png,36
1988.png,62
1988.png,42
1988.png,57
1988.png,70
1988.png,59
1988.png,46
1988.png,60
1988.png,54
1988.png,25
1988.png,50
1989.png,29
1989.png,38
