index,image_id,filename,image_path,image_match,category,mean_human_complexity_rating,human_rating_count,human_rating_variance,human_rating_sd,text.no_text,text.axes_labels,text.axes_text,text.titles,text.annotations,text.captions,text.legend_text,text.legend_title,text.text_only,color.black_and_white,color.background_color,color.color_count,data.quantitative,data.categorical,design.chart_count,design.chart_types_count,design.multi_panel,design.area,design.bar,design.circle,design.diagram,design.distribution,design.grid_or_matrix,design.line,design.map,design.point,design.table,design.text,design.trees_or_networks
1151,1151.png,whoP01.png,data/government/whoP01.png,exact,G,26.300000000000004,10,336.4555555555556,18.34272486724793,0,1,1,1,0,1,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1152,1152.png,v485_n7397_13_f4.png,data/science/v485_n7397_13_f4.png,exact,S,68.7,10,528.9,22.9978259842099,0,1,1,1,0,0,1,1,0,0,0,5,5,1,4,3,1,0,0,0,1,0,1,1,0,0,0,0,0
1153,1153.png,v489_n7416_13_f2.png,data/science/v489_n7416_13_f2.png,exact,S,16.1,10,110.1,10.492854711659739,0,1,1,1,0,0,1,0,0,0,0,5,1,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1154,1154.png,treasuryA7.png,data/government/treasuryA7.png,exact,G,24.7,10,186.67777777777778,13.663007640259073,0,0,1,1,1,1,0,0,0,0,0,4,1,3,2,3,1,0,1,0,0,0,0,1,0,1,0,0,0
1155,1155.png,v489_n7417_6_f3.png,data/science/v489_n7417_6_f3.png,exact,S,74.3,10,1066.9,32.66343521431878,0,1,1,1,0,0,0,0,0,0,0,3,5,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1156,1156.png,v486_n7403_9_f5.png,data/science/v486_n7403_9_f5.png,exact,S,90.3,10,163.56666666666666,12.789318459818986,0,1,1,1,0,0,1,0,0,0,0,5,1,1,8,3,1,0,1,0,1,0,0,0,0,0,1,0,0
1157,1157.png,v490_n7419_7_f2.png,data/science/v490_n7419_7_f2.png,exact,S,71.8,10,269.73333333333335,16.42356031234803,0,1,1,1,0,0,0,0,0,0,0,12,4,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1158,1158.png,np_22.png,data/news/np_22.png,exact,N,88.7,10,186.45555555555555,13.65487296006651,0,0,0,1,1,1,1,1,0,0,0,8,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1159,1159.png,economist_daily_chart_533.png,data/news/economist_daily_chart_533.png,exact,N,17.6,10,172.48888888888888,13.133502536981096,0,0,0,1,0,1,1,0,0,0,1,6,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1160,1160.png,whoJ27_2.png,data/government/whoJ27_2.png,exact,G,26.2,10,397.51111111111106,19.937680685353325,0,1,1,1,1,1,1,1,0,0,0,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1161,1161.png,v486_n7403_23_f3.png,data/science/v486_n7403_23_f3.png,exact,S,57.0,10,816.8888888888889,28.58126814696802,0,1,1,0,1,1,0,0,0,0,0,3,5,7,7,2,1,0,1,0,0,0,0,1,0,0,0,0,0
1162,1162.png,visMost497.png,data/vis1/visMost497.png,exact,I,85.2,10,130.17777777777778,11.40954765877148,0,1,1,1,1,1,1,1,0,0,1,15,4,8,9,4,1,1,0,1,1,0,0,0,0,0,1,0,0
1163,1163.png,whoQ52_4.png,data/government/whoQ52_4.png,exact,G,18.4,10,160.93333333333334,12.685950233755978,0,1,1,1,0,1,1,0,0,0,0,6,2,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
1164,1164.png,vis73.png,data/vis2/vis73.png,exact,I,34.6,10,747.8222222222222,27.34633836955548,0,1,1,0,0,0,1,1,0,0,0,26,1,7,1,3,1,1,0,0,1,0,0,0,0,0,1,0,0
1165,1165.png,economist_daily_chart_255.png,data/news/economist_daily_chart_255.png,exact,N,83.8,10,443.2888888888889,21.054426824040803,0,0,0,1,1,1,0,0,0,0,0,26,1,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1166,1166.png,economist_daily_chart_241.png,data/news/economist_daily_chart_241.png,exact,N,37.1,10,721.2111111111111,26.855373970792346,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1167,1167.png,visMost483.png,data/vis1/visMost483.png,exact,I,62.6,10,712.7111111111111,26.696649810624386,0,1,1,1,1,1,0,0,0,0,1,3,2,6,2,3,1,0,0,1,0,1,0,0,0,0,1,0,0
1168,1168.png,whoB07_1.png,data/government/whoB07_1.png,exact,G,19.2,10,263.9555555555556,16.246709068471546,0,0,0,0,0,0,0,0,1,0,1,12,2,3,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1169,1169.png,vis67.png,data/vis2/vis67.png,exact,I,41.6,10,697.6,26.412118430750684,0,0,0,1,1,0,0,0,0,0,1,10,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1170,1170.png,v486_n7404_11_f2.png,data/science/v486_n7404_11_f2.png,exact,S,87.9,10,72.76666666666667,8.530338015967871,0,0,0,1,1,0,0,0,0,0,0,2,0,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1171,1171.png,v485_n7399_6_f1.png,data/science/v485_n7399_6_f1.png,exact,S,58.3,10,340.23333333333335,18.445414967772706,0,1,1,0,1,0,0,0,0,1,0,0,4,0,4,2,1,0,0,0,0,0,0,1,0,1,0,0,0
1172,1172.png,economist_daily_chart_527.png,data/news/economist_daily_chart_527.png,exact,N,25.1,10,243.87777777777777,15.616586623772102,0,1,0,1,0,0,1,1,0,0,1,12,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1173,1173.png,whoJ01_1.png,data/government/whoJ01_1.png,exact,G,26.1,10,887.2111111111112,29.786089221499207,0,0,0,0,0,1,1,1,0,0,0,7,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1174,1174.png,visMost17.png,data/vis1/visMost17.png,exact,I,19.9,10,214.1,14.632156368765337,0,0,0,1,1,1,0,0,1,0,0,5,1,1,5,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1175,1175.png,v489_n7414_5_f1.png,data/science/v489_n7414_5_f1.png,exact,S,94.6,10,38.93333333333333,6.239658110292048,0,1,1,1,1,1,1,1,0,0,0,27,3,6,4,4,1,0,1,0,1,0,1,1,0,0,0,0,0
1176,1176.png,v488_n7410_19_f1.png,data/science/v488_n7410_19_f1.png,exact,S,64.1,10,846.7666666666667,29.09925543148255,0,1,1,0,1,0,1,0,0,0,0,7,1,5,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1177,1177.png,v489_n7415_5_f1.png,data/science/v489_n7415_5_f1.png,exact,S,86.8,10,475.9555555555556,21.816405651608964,0,0,0,1,1,0,1,0,0,0,0,4,4,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0
1178,1178.png,visMost656.png,data/vis1/visMost656.png,exact,I,60.1,10,248.9888888888889,15.779381765103755,0,1,1,1,1,1,1,1,0,0,0,10,4,1,6,6,1,1,1,1,1,0,1,0,0,1,0,0,0
1179,1179.png,vis703.png,data/vis3/vis703.png,exact,I,48.3,10,719.5666666666667,26.824739824771214,0,1,1,1,1,1,1,1,0,0,1,15,0,3,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1180,1180.png,v483_n7389_13_f2.png,data/science/v483_n7389_13_f2.png,exact,S,81.7,10,619.5666666666666,24.891096132285266,0,1,1,0,1,1,0,0,0,0,0,6,3,2,1,3,1,0,1,0,1,0,0,0,0,1,0,0,0
1181,1181.png,v485_n7398_12_f4.png,data/science/v485_n7398_12_f4.png,exact,S,75.9,10,900.1,30.001666620372944,0,1,1,1,0,0,1,0,0,0,0,10,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1182,1182.png,v488_n7410_17_f4.png,data/science/v488_n7410_17_f4.png,exact,S,84.4,10,109.60000000000001,10.469001862641921,0,1,1,1,0,0,1,0,0,1,0,0,7,4,4,4,1,1,1,0,0,0,0,0,0,1,1,0,0
1183,1183.png,wsj102.png,data/news/wsj102.png,exact,N,8.8,10,102.84444444444445,10.14122499723009,0,0,0,1,1,1,0,0,0,0,1,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1184,1184.png,economist_daily_chart_90.png,data/news/economist_daily_chart_90.png,exact,N,26.4,10,300.7111111111111,17.3410239349097,0,0,1,1,1,1,0,0,0,0,0,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1185,1185.png,visMost130.png,data/vis1/visMost130.png,exact,I,66.5,10,587.8333333333334,24.245274453660723,0,1,1,1,1,1,1,1,0,0,1,10,4,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1186,1186.png,v484_n7393_8_f3.png,data/science/v484_n7393_8_f3.png,exact,S,79.1,10,417.43333333333334,20.431185313958984,0,1,1,0,0,1,1,0,0,0,0,8,5,2,6,3,1,0,0,0,1,0,0,1,0,0,1,0,0
1187,1187.png,visMost124.png,data/vis1/visMost124.png,exact,I,57.9,10,634.3222222222222,25.18575435086712,0,1,1,1,1,1,0,0,0,0,1,14,2,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1188,1188.png,wsj116.png,data/news/wsj116.png,exact,N,33.5,10,283.1666666666667,16.827556764624706,0,0,0,0,0,0,0,0,1,0,1,7,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1189,1189.png,economist_daily_chart_84.png,data/news/economist_daily_chart_84.png,exact,N,31.5,10,463.1666666666667,21.52130727132222,0,1,1,1,1,1,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1190,1190.png,v488_n7409_15_f2.png,data/science/v488_n7409_15_f2.png,exact,S,78.7,10,871.1222222222223,29.51477972511776,0,0,1,1,1,0,1,0,0,0,0,10,4,7,7,6,1,1,1,1,0,1,1,0,0,1,0,0,0
1191,1191.png,v483_n7387_7_f4.png,data/science/v483_n7387_7_f4.png,exact,S,84.6,10,405.3777777777778,20.1339955740975,0,1,1,0,1,0,1,0,0,0,0,5,2,2,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
1192,1192.png,visMost642.png,data/vis1/visMost642.png,exact,I,55.9,10,782.5444444444445,27.97399586123592,0,0,0,1,1,1,1,0,0,0,1,12,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1193,1193.png,vis717.png,data/vis3/vis717.png,exact,I,59.5,10,187.38888888888889,13.689006132254047,0,1,1,1,1,1,0,0,0,0,1,5,9,2,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0
1194,1194.png,whoK01.png,data/government/whoK01.png,exact,G,22.9,10,196.76666666666668,14.027354229029317,0,0,1,1,1,1,1,0,0,0,0,5,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1195,1195.png,vis924.png,data/vis3/vis924.png,exact,I,42.9,10,755.8777777777777,27.493231490273708,0,0,0,1,1,1,0,0,0,0,1,3,8,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
1196,1196.png,v485_n7397_3_f4.png,data/science/v485_n7397_3_f4.png,exact,S,94.9,10,38.544444444444444,6.2084172253839744,0,1,1,0,0,0,1,0,0,0,1,8,2,3,5,3,1,0,0,0,1,0,0,1,0,1,0,0,0
1197,1197.png,v489_n7414_12_f1.png,data/science/v489_n7414_12_f1.png,exact,S,92.3,10,97.78888888888889,9.888826466719339,0,0,0,1,1,0,0,0,0,0,0,4,0,1,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0
1198,1198.png,v484_n7395_14_f3.png,data/science/v484_n7395_14_f3.png,exact,S,76.5,10,435.8333333333333,20.876621693495654,0,1,1,0,1,0,1,0,0,1,0,0,7,5,9,2,1,0,1,0,0,0,0,0,0,1,0,0,0
1199,1199.png,v485_n7396_3_f4.png,data/science/v485_n7396_3_f4.png,exact,S,79.1,10,833.8777777777777,28.876941974138774,0,1,1,1,0,0,1,0,0,1,0,0,4,4,4,2,1,0,0,0,0,0,0,0,0,1,1,0,0
1200,1200.png,vis930.png,data/vis3/vis930.png,exact,I,47.9,10,762.9888888888889,27.622253508518977,0,0,0,1,1,1,0,0,0,0,1,4,9,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1201,1201.png,vis918.png,data/vis3/vis918.png,exact,I,71.0,10,493.3333333333333,22.211108331943574,0,0,1,1,1,1,1,0,1,0,1,24,7,4,1,4,1,1,1,0,1,0,0,0,0,0,1,0,0
1202,1202.png,whoQ50_6.png,data/government/whoQ50_6.png,exact,G,23.9,10,652.0999999999999,25.53624874565565,0,0,1,1,0,1,1,0,0,0,0,5,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1203,1203.png,visMost695.png,data/vis1/visMost695.png,exact,I,63.1,10,602.9888888888889,24.555832074863375,0,1,1,1,1,1,1,1,0,0,0,13,12,12,10,5,1,0,1,1,1,1,0,0,0,0,1,0,0
1204,1204.png,economist_daily_chart_53.png,data/news/economist_daily_chart_53.png,exact,N,35.5,10,492.5,22.192341021172147,0,1,1,1,0,1,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1205,1205.png,economist_daily_chart_47.png,data/news/economist_daily_chart_47.png,exact,N,29.8,10,805.0666666666667,28.373696739527382,0,0,1,1,0,1,1,1,0,0,1,4,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1206,1206.png,visMost681.png,data/vis1/visMost681.png,exact,I,38.6,10,350.0444444444445,18.709474723905117,0,0,1,1,1,1,0,0,0,0,1,26,6,6,6,3,1,1,1,0,0,0,0,0,1,0,0,0,0
1207,1207.png,v489_n7414_7_f4.png,data/science/v489_n7414_7_f4.png,exact,S,86.6,10,113.6,10.658330075579382,0,1,1,0,1,1,1,0,0,0,0,6,4,4,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1208,1208.png,v486_n7403_19_f2.png,data/science/v486_n7403_19_f2.png,exact,S,83.4,10,498.0444444444444,22.316909383793366,0,1,1,0,0,0,1,0,0,0,0,3,0,3,1,4,0,1,0,0,0,1,1,0,0,1,0,0,0
1209,1209.png,vis893.png,data/vis3/vis893.png,exact,I,34.3,10,415.56666666666666,20.38545232921425,0,0,1,1,1,1,0,0,0,0,1,16,3,3,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0
1210,1210.png,v485_n7399_16_f3.png,data/science/v485_n7399_16_f3.png,exact,S,76.1,10,449.43333333333334,21.199842766712525,0,1,1,1,1,0,1,0,0,0,0,16,3,5,2,3,1,0,1,0,0,0,0,1,0,0,1,0,0
1211,1211.png,v488_n7411_13_f3.png,data/science/v488_n7411_13_f3.png,exact,S,91.8,10,170.84444444444443,13.070747662029301,0,1,1,1,1,1,1,0,0,0,0,7,6,7,5,4,1,0,1,0,1,1,0,0,0,1,0,0,0
1212,1212.png,v488_n7409_19_f2.png,data/science/v488_n7409_19_f2.png,exact,S,61.0,10,942.4444444444445,30.699258043875336,0,1,1,1,1,0,1,0,0,0,0,6,1,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1213,1213.png,vis139.png,data/vis2/vis139.png,exact,I,47.9,10,625.8777777777777,25.017549395929606,0,0,1,1,1,1,0,0,0,0,1,5,4,6,4,4,1,1,1,1,0,1,0,0,0,0,0,0,0
1214,1214.png,v489_n7415_7_f4.png,data/science/v489_n7415_7_f4.png,exact,S,92.1,10,70.32222222222222,8.385834616913348,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1215,1215.png,v486_n7401_8_f2.png,data/science/v486_n7401_8_f2.png,exact,S,51.8,10,794.1777777777778,28.18115997928009,0,1,1,0,1,0,0,0,0,0,0,25,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1216,1216.png,v483_n7391_15_f3.png,data/science/v483_n7391_15_f3.png,exact,S,77.5,10,533.6111111111111,23.10002405001153,0,1,1,1,1,1,1,1,0,0,0,7,8,10,13,5,1,0,1,0,0,0,1,1,0,1,1,0,0
1217,1217.png,vis887.png,data/vis3/vis887.png,exact,I,36.4,10,902.0444444444445,30.03405474531277,0,0,0,1,1,1,0,0,0,0,1,9,4,3,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0
1218,1218.png,v484_n7393_4_f3.png,data/science/v484_n7393_4_f3.png,exact,S,90.7,10,125.56666666666668,11.205653335110215,0,0,0,0,1,0,1,0,0,0,0,8,0,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1219,1219.png,v488_n7410_15_f1.png,data/science/v488_n7410_15_f1.png,exact,S,75.4,10,873.1555555555556,29.549205667082756,0,1,1,0,0,1,1,0,0,0,0,12,1,5,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0
1220,1220.png,vis677.png,data/vis3/vis677.png,exact,I,64.0,10,614.6666666666666,24.79247197571607,0,0,0,0,0,0,0,0,1,0,1,5,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1221,1221.png,visMost722.png,data/vis1/visMost722.png,exact,I,57.2,10,489.73333333333335,22.129919415427914,0,0,0,1,1,1,0,0,0,0,1,7,2,2,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0
1222,1222.png,treasuryL07_1.png,data/government/treasuryL07_1.png,exact,G,18.8,10,191.51111111111112,13.838753958037953,0,0,0,0,0,1,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1223,1223.png,v489_n7417_21_f4.png,data/science/v489_n7417_21_f4.png,exact,S,83.5,10,531.8333333333334,23.061511948121126,0,1,1,1,1,0,0,0,0,0,0,10,0,11,8,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1224,1224.png,v489_n7415_9_f1.png,data/science/v489_n7415_9_f1.png,exact,S,87.3,10,157.1222222222222,12.534840334931364,0,1,1,1,0,0,1,1,0,0,0,12,6,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1225,1225.png,v483_n7387_20_f4.png,data/science/v483_n7387_20_f4.png,exact,S,85.5,10,268.5,16.38596960817394,0,1,1,0,0,0,1,1,0,0,0,6,6,6,7,5,1,0,1,0,1,1,0,1,0,1,0,0,0
1226,1226.png,v483_n7390_13_f1.png,data/science/v483_n7390_13_f1.png,exact,S,82.7,10,96.45555555555556,9.82117892900621,0,1,1,0,1,0,0,0,0,0,0,20,2,4,4,2,1,0,0,0,1,0,0,0,0,0,1,0,0
1227,1227.png,vis105.png,data/vis2/vis105.png,exact,I,68.6,10,123.6,11.117553687749837,0,0,1,1,1,1,1,0,0,0,1,4,5,5,2,3,1,0,1,0,1,0,0,0,0,0,1,0,0
1228,1228.png,v483_n7387_5_f1.png,data/science/v483_n7387_5_f1.png,exact,S,78.4,10,822.0444444444444,28.671317452193303,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1229,1229.png,v489_n7414_9_f1.png,data/science/v489_n7414_9_f1.png,exact,S,60.5,10,1578.7222222222222,39.733137583410425,0,1,1,0,0,0,1,1,0,0,0,4,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
1230,1230.png,whoH06_2.png,data/government/whoH06_2.png,exact,G,7.5,10,180.72222222222223,13.443296553383854,0,0,0,1,1,0,1,0,0,0,0,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
1231,1231.png,vis663.png,data/vis3/vis663.png,exact,I,30.2,10,451.5111111111111,21.248790815270198,0,0,0,1,1,1,0,0,0,0,1,11,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1232,1232.png,visMost736.png,data/vis1/visMost736.png,exact,I,38.5,10,570.0555555555555,23.875836227356636,0,0,1,1,1,1,0,0,0,0,1,16,4,5,10,4,1,1,1,1,0,0,0,0,0,0,1,0,0
1233,1233.png,v485_n7397_1_f1.png,data/science/v485_n7397_1_f1.png,exact,S,75.0,10,284.22222222222223,16.858891488535722,0,1,1,1,1,0,1,0,0,0,0,5,1,5,5,3,1,1,1,0,0,0,0,0,0,0,1,0,0
1234,1234.png,v487_n7407_12_f2.png,data/science/v487_n7407_12_f2.png,exact,S,67.5,10,729.1666666666666,27.003086243366084,0,1,1,1,1,0,1,0,0,0,0,12,7,4,5,3,1,0,0,0,1,0,1,1,0,0,0,0,0
1235,1235.png,vis850.png,data/vis3/vis850.png,exact,I,5.7,10,71.78888888888889,8.472832400613674,0,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1236,1236.png,v489_n7415_18_f3.png,data/science/v489_n7415_18_f3.png,exact,S,92.3,10,71.34444444444445,8.44656406146573,0,1,1,1,1,0,0,0,0,0,0,12,2,7,5,3,1,0,1,0,1,0,0,0,0,0,1,0,0
1237,1237.png,whoC20.png,data/government/whoC20.png,exact,G,11.9,10,185.65555555555557,13.625547899279338,0,1,1,1,0,0,1,0,0,0,0,2,1,2,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0
1238,1238.png,v490_n7418_16_f4.png,data/science/v490_n7418_16_f4.png,exact,S,85.8,10,111.28888888888889,10.549354903921325,0,1,1,1,1,0,1,0,0,1,0,0,8,4,3,3,1,0,0,0,1,0,1,0,0,1,0,0,0
1239,1239.png,vis844.png,data/vis3/vis844.png,exact,I,15.4,10,241.1555555555556,15.529183995160711,0,0,0,1,1,1,0,0,0,0,1,10,3,5,1,3,1,0,0,1,0,1,0,0,0,0,1,0,0
1240,1240.png,economist_daily_chart_123.png,data/news/economist_daily_chart_123.png,exact,N,32.0,10,476.0,21.817424229271428,0,0,1,1,0,1,1,0,0,0,0,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1241,1241.png,whoQ35_3.png,data/government/whoQ35_3.png,exact,G,28.7,10,350.9,18.73232500251904,0,1,1,1,0,1,1,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1242,1242.png,v490_n7418_18_f1.png,data/science/v490_n7418_18_f1.png,exact,S,61.9,10,1422.322222222222,37.71368746519256,0,1,1,0,1,0,1,0,0,1,0,0,11,4,8,3,1,0,0,0,0,0,0,1,0,1,1,0,0
1243,1243.png,v484_n7394_10_f4.png,data/science/v484_n7394_10_f4.png,exact,S,79.0,10,306.44444444444446,17.50555467400118,0,1,1,1,1,0,0,0,0,0,0,8,3,6,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1244,1244.png,v490_n7420_22_f2.png,data/science/v490_n7420_22_f2.png,exact,S,62.6,10,743.8222222222222,27.273104374497272,0,1,1,1,1,0,0,0,0,0,0,3,8,5,5,3,1,0,1,0,0,0,0,1,0,1,0,0,0
1245,1245.png,whoC08.png,data/government/whoC08.png,exact,G,14.0,10,406.0,20.149441679609886,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1246,1246.png,vis878.png,data/vis3/vis878.png,exact,I,23.1,10,471.2111111111111,21.70739761259076,0,0,1,1,0,1,0,0,0,0,1,6,5,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0
1247,1247.png,economist_daily_chart_137.png,data/news/economist_daily_chart_137.png,exact,N,22.0,10,570.2222222222222,23.879326251429752,0,0,0,1,1,1,1,0,0,0,0,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1248,1248.png,whoK07_2.png,data/government/whoK07_2.png,exact,G,24.9,10,617.4333333333334,24.848205837310132,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1249,1249.png,wsj248.png,data/news/wsj248.png,exact,N,42.1,10,778.3222222222222,27.89842687719546,0,0,1,1,1,1,1,0,0,0,1,8,3,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0
1250,1250.png,v486_n7401_18_f1.png,data/science/v486_n7401_18_f1.png,exact,S,82.5,10,679.1666666666666,26.060826285186483,0,1,1,1,1,0,1,0,0,0,0,12,5,5,6,4,1,0,1,0,1,0,0,1,0,0,1,0,0
1251,1251.png,wsj64.png,data/news/wsj64.png,exact,N,55.0,10,508.22222222222223,22.543784558547888,0,0,1,1,1,1,1,1,0,0,1,9,2,1,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0
1252,1252.png,vis449.png,data/vis2/vis449.png,exact,I,35.1,10,218.76666666666665,14.79076288318715,0,0,0,0,1,1,1,1,0,0,1,5,3,3,3,4,1,0,1,1,0,0,0,0,1,0,1,0,0
1253,1253.png,visMost508.png,data/vis1/visMost508.png,exact,I,90.7,10,269.34444444444443,16.41171668182352,0,0,0,0,1,0,0,0,0,0,0,25,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1254,1254.png,wsj70.png,data/news/wsj70.png,exact,N,60.3,10,662.0111111111111,25.729576582429626,0,0,1,1,1,1,1,1,0,0,0,3,1,2,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0
1255,1255.png,v488_n7412_1_f4.png,data/science/v488_n7412_1_f4.png,exact,S,20.9,10,158.76666666666668,12.600264547487354,0,1,1,0,0,0,0,0,0,1,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1256,1256.png,whoO05.png,data/government/whoO05.png,exact,G,35.9,10,426.5444444444445,20.652952438923702,0,0,0,0,1,1,1,0,0,0,1,10,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1257,1257.png,v488_n7412_14_f2.png,data/science/v488_n7412_14_f2.png,exact,S,73.3,10,652.4555555555555,25.543209578194272,0,1,1,1,1,0,1,0,0,0,0,6,4,6,14,4,1,1,1,0,1,0,0,0,0,0,1,0,0
1258,1258.png,v487_n7408_13_f2.png,data/science/v487_n7408_13_f2.png,exact,S,94.2,10,77.51111111111112,8.804039476916895,0,1,1,1,0,0,1,0,0,0,0,7,2,6,6,3,1,0,1,0,0,0,0,1,0,1,0,0,0
1259,1259.png,wsj58.png,data/news/wsj58.png,exact,N,21.9,10,440.5444444444444,20.989150636565654,0,0,0,1,0,1,0,0,1,0,1,12,1,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0
1260,1260.png,visMost246.png,data/vis1/visMost246.png,exact,I,71.4,10,657.3777777777779,25.639379434334558,0,1,1,1,1,1,1,0,0,0,1,27,0,4,2,4,1,0,1,0,0,0,0,1,1,0,1,0,0
1261,1261.png,wsj274.png,data/news/wsj274.png,exact,N,25.5,10,279.1666666666667,16.70828137980285,0,1,1,1,1,1,0,0,0,0,1,4,2,3,1,3,1,1,1,0,0,0,0,0,0,0,1,0,0
1262,1262.png,treasuryD03_3.png,data/government/treasuryD03_3.png,exact,G,15.5,10,352.05555555555554,18.763143541409992,0,0,0,1,0,1,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1263,1263.png,economist_daily_chart_484.png,data/news/economist_daily_chart_484.png,exact,N,21.1,10,159.43333333333334,12.626691305854171,0,0,1,1,0,1,1,0,0,0,1,4,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1264,1264.png,wsj512.png,data/news/wsj512.png,exact,N,31.8,10,428.8444444444445,20.708559690245107,0,0,0,1,1,1,0,0,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1265,1265.png,v490_n7420_14_f3.png,data/science/v490_n7420_14_f3.png,exact,S,74.8,10,794.8444444444444,28.192985731285084,0,1,1,0,1,1,0,0,0,0,0,4,9,9,9,5,1,1,1,1,1,0,0,1,0,0,0,0,0
1266,1266.png,vis475.png,data/vis2/vis475.png,exact,I,64.0,10,807.1111111111111,28.409701003550023,0,0,0,1,0,0,0,0,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
